version,nominal_architecture_generation,model_architecture_or_method,input_representation,noise_or_data_scope,code_distance_rounds,logical_error_accuracy_gain_metrics,basis_domain_scope,shots,latency_us,coverage_ci,measured_metric_keywords,script_paths_local,evidence_status,recommended_next_improvement,priority,v12_relation,standard_benchmark_comparison,source_audit,method,data,metrics,status,reason,script,wolffe,registry_source,paper_archive_root,github_staging_root,data_provenance,verification_status,promotion_decision,recording_note
V347,,,,,,,,,,,,,unavailable/reserved,,,,,registry completion pass 20260731,,,,unavailable/reserved,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,,,synthetic completeness placeholder; not a measured result,,,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,unavailable/reserved,not promoted,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.
V348,,,,,,,,,,,,,unavailable/reserved,,,,,registry completion pass 20260731,,,,unavailable/reserved,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,,,synthetic completeness placeholder; not a measured result,,,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,unavailable/reserved,not promoted,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.
V349,,,,,,,,,,,,,unavailable/reserved,,,,,registry completion pass 20260731,,,,unavailable/reserved,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,,,synthetic completeness placeholder; not a measured result,,,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,unavailable/reserved,not promoted,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.
V350,,,,,,,,,,,,,unavailable/reserved,,,,,registry completion pass 20260731,,,,unavailable/reserved,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,,,synthetic completeness placeholder; not a measured result,,,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,unavailable/reserved,not promoted,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.
V351,,,,,,,,,,,,,unavailable/reserved,,,,,registry completion pass 20260731,,,,unavailable/reserved,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,,,synthetic completeness placeholder; not a measured result,,,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,unavailable/reserved,not promoted,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.
V352,,,,,,,,,,,,,unavailable/reserved,,,,,registry completion pass 20260731,,,,unavailable/reserved,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,,,synthetic completeness placeholder; not a measured result,,,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,unavailable/reserved,not promoted,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.
V353,,,,,,,,,,,,,unavailable/reserved,,,,,registry completion pass 20260731,,,,unavailable/reserved,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,,,synthetic completeness placeholder; not a measured result,,,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,unavailable/reserved,not promoted,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.
V354,,,,,,,,,,,,,unavailable/reserved,,,,,registry completion pass 20260731,,,,unavailable/reserved,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,,,synthetic completeness placeholder; not a measured result,,,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,unavailable/reserved,not promoted,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.
V355,,,,,,,,,,,,,unavailable/reserved,,,,,registry completion pass 20260731,,,,unavailable/reserved,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,,,synthetic completeness placeholder; not a measured result,,,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,unavailable/reserved,not promoted,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.
V356,,,,,,,,,,,,,unavailable/reserved,,,,,registry completion pass 20260731,,,,unavailable/reserved,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,,,synthetic completeness placeholder; not a measured result,,,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,unavailable/reserved,not promoted,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.
V357,,,,,,,,,,,,,unavailable/reserved,,,,,registry completion pass 20260731,,,,unavailable/reserved,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,,,synthetic completeness placeholder; not a measured result,,,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,unavailable/reserved,not promoted,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.
V358,,,,,,,,,,,,,unavailable/reserved,,,,,registry completion pass 20260731,,,,unavailable/reserved,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,,,synthetic completeness placeholder; not a measured result,,,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,unavailable/reserved,not promoted,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.
V359,,,,,,,,"108000 (21600 dev, 86400 eval)",,,,,,,,,,,basis-round selected member residual with matching-cost median gate,"frozen IBM Kingston v68; split 2 selection, split 3 evaluation","+0.15972 pp pooled; CI +0.02546,+0.28938; X +0.15046 CI -0.05098,+0.33571; Z +0.16898 CI +0.00920,+0.33102",diagnostic_not_promoted,X and round subgroup lower bounds include zero,qec_work/v359_basis_round_cost_cascade.py,63946,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,"frozen IBM Kingston v68; split 2 selection, split 3 evaluation",measured artifact,diagnostic/not promoted,Version V359 retained with original matrix fields; no missing fields were inferred.
V360,,,,,,,,9 domains x 108000,,,,,,,,,,,leave-domain-out transfer of frozen V359 rule,nine preserved IBM domains; v68 Kingston fit only; split 3 evaluation,"Kingston point gains +0.0741,+0.0382,+0.0220,+0.0150; Fez/Marrakesh -0.0498,-0.0521,-0.0023,-0.0637 pp",diagnostic_not_promoted,backend transfer regressions; calibration/circuit-local adaptation required,qec_work/v360_cross_domain_v359_transfer.py,63956,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; v68 Kingston fit only; split 3 evaluation,measured artifact,diagnostic/not promoted,Version V360 retained with original matrix fields; no missing fields were inferred.
V361,,,,,,,,,,,,,,,,,,,domain-local basis/round specialist and matching-cost median gate,nine preserved IBM domains; split 2 fit and split 3 evaluation per domain,weighted pooled +0.06996 pp over 777600 shots; Fez +0.0532/+0.1331/-0.0104 pp; Marrakesh +0.1470 pp; v21 -0.0266 pp,diagnostic_not_promoted,not all domain/basis confidence gates pass,qec_work/v361_domain_local_cost_cascade.py,63957,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; split 2 fit and split 3 evaluation per domain,measured artifact,diagnostic/not promoted,Version V361 retained with original matrix fields; no missing fields were inferred.
V362,,,,,,,,,,,,,,,,,,,domain-local two-member consensus plus per-member median matching-cost gates,"nine preserved IBM domains; split 2 selection, split 3 evaluation","weighted pooled +0.05298 pp over 777600 shots; Fez v25 +0.1458, v29 -0.0255; Marrakesh +0.1238 pp",diagnostic_not_promoted,v22/v29 regress and subgroup confidence gates incomplete,qec_work/v362_domain_consensus_gate.py,63965,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,"nine preserved IBM domains; split 2 selection, split 3 evaluation",measured artifact,diagnostic/not promoted,Version V362 retained with original matrix fields; no missing fields were inferred.
V363,,,,,,,,,,,,,,,,,,,positive-development-gain abstention over domain-local consensus cascade,"nine preserved IBM domains; split 2 selection, split 3 evaluation","weighted pooled +0.05298 pp over 777600 shots; v22 -0.0012, v29 Fez -0.0255 pp",diagnostic_not_promoted,development-only abstention did not remove transfer regressions,qec_work/v363_positive_dev_abstention.py,63966,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,"nine preserved IBM domains; split 2 selection, split 3 evaluation",measured artifact,diagnostic/not promoted,Version V363 retained with original matrix fields; no missing fields were inferred.
V364,,,,,,,,,,,,,unavailable/reserved,,,,,registry completion pass 20260731,,,,unavailable/reserved,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,,,synthetic completeness placeholder; not a measured result,,,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.,unavailable/reserved,not promoted,No distinct experiment row/artifact located in the local audit; version retained as an explicit gap placeholder.
V365,,,,,,,,,,,,,,,,,,,calibration-context detector-activity risk gate,"nine preserved IBM domains; split 2 selection, untouched split 3 evaluation","weighted pooled gain must be computed from full records; v20 +0.06713 pp, v21 -0.05556 pp, v22 +0.01736 pp, v25 +0.11921 pp, v28 +0.07986 pp, v29 +0.18403 pp, v38 +0.09144 pp, v39 +0.00116 pp, v68 +0.14352 pp; 777600 shots",diagnostic_not_promoted,v21 regresses and X/Z/round lower confidence bounds are not universally positive; retain V12 fallback,qec_work/v365_calibration_detector_risk_gate.py,63973,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,"nine preserved IBM domains; split 2 selection, untouched split 3 evaluation",measured artifact,diagnostic/not promoted,Version V365 retained with original matrix fields; no missing fields were inferred.
V366,,,,,,,,,,,,,,,,,,,empirical detector-rate and stored calibration-context blend,nine preserved IBM domains; split 2 selection; untouched split 3 evaluation,"weighted pooled +0.07305 pp over 777600 shots; v20 +0.03588, v21 -0.05787, v22 +0.00579, v25 +0.18981, v28 +0.11458, v29 +0.16204, v38 +0.09954, v39 -0.03472, v68 +0.14236 pp",diagnostic_not_promoted,v21/v39 regress and domain X/Z/round lower bounds are not universal; V12 fallback retained,qec_work/v366_empirical_calibration_blend_gate.py,63974,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; split 2 selection; untouched split 3 evaluation,measured artifact,diagnostic/not promoted,Version V366 retained with original matrix fields; no missing fields were inferred.
V367,,,,,,,,,,,,,,,,,,,mean activity plus burst-tail excess and decoder-disagreement gate,nine preserved IBM domains; split 2 selection; untouched split 3 evaluation,"weighted pooled +0.06237 pp over 777600 shots; v20 +0.02199, v21 -0.04167, v22 +0.01620, v25 +0.10532, v28 +0.13426, v29 +0.07292, v38 +0.12384, v39 -0.01505, v68 +0.14352 pp",diagnostic_not_promoted,v21/v39 regress and subgroup lower bounds are not universal; V12 fallback retained,qec_work/v367_tail_risk_disagreement_gate.py,63975,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; split 2 selection; untouched split 3 evaluation,measured artifact,diagnostic/not promoted,Version V367 retained with original matrix fields; no missing fields were inferred.
V368,,,,,,,,,,,,,,,,,,,logical-state-conditioned specialist and matching-score gate,nine preserved IBM domains; split 2 selection; untouched split 3 evaluation,"weighted pooled +0.07677 pp over 777600 shots; v20 -0.00463, v21 +0.08912, v22 +0.05903, v25 +0.13773, v28 +0.11343, v29 -0.01968, v38 +0.08681, v39 +0.01273, v68 +0.21644 pp",diagnostic_not_promoted,v20/v29 regress and subgroup lower bounds are not universal; V12 fallback retained,qec_work/v368_logical_state_specialist_gate.py,63981,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; split 2 selection; untouched split 3 evaluation,measured artifact,diagnostic/not promoted,Version V368 retained with original matrix fields; no missing fields were inferred.
V369,,,,,,,,,,,,,,,,,,,cross-logical-state specialist/matching-score gate,nine preserved IBM domains; target state selected from opposite state in split 2; untouched split 3 evaluation,"weighted pooled -0.01402 pp over 777600 shots; v20 -0.01968, v21 -0.11343, v22 -0.08796, v25 +0.06597, v28 +0.19097, v29 -0.01736, v38 -0.00347, v39 -0.05440, v68 -0.08681 pp",rejected,negative pooled transfer and widespread domain regressions,qec_work/v369_cross_state_specialist_gate.py,63982,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; target state selected from opposite state in split 2; untouched split 3 evaluation,measured artifact,rejected,Version V369 retained with original matrix fields; no missing fields were inferred.
V370,,,,,,,,,,,,,,,,,,,leave-one-domain-out state/basis/round specialist router,fit on other eight domain split-2 blocks; held-out target split-3 evaluation,"weighted pooled +0.00836 pp over 777600 shots; v20 +0.03935, v21 +0.10185, v22 +0.05440, v25 -0.07292, v28 -0.01157, v29 +0.06481, v38 +0.04861, v39 +0.01968, v68 -0.16898 pp",diagnostic_not_promoted,v25/v28/v68 transfer regressions and subgroup lower bounds are not universal; V12 fallback retained,qec_work/v370_leave_domain_state_router.py,63983,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,fit on other eight domain split-2 blocks; held-out target split-3 evaluation,measured artifact,diagnostic/not promoted,Version V370 retained with original matrix fields; no missing fields were inferred.
V371,,,,,,,,,,,,,,,,,,,bootstrap-lower-bound confidence-calibrated specialist gate,nine preserved IBM domains; split 2 bootstrap lower-bound enablement; untouched split 3 evaluation,"weighted pooled +0.01196 pp over 777600 shots; v20 -0.01620, v21 +0.02894, v22 +0.02199, v25 +0.03125, v28 +0.04167, v29 +0.00926, v38 +0.01505, v39 -0.05903, v68 +0.03472 pp",diagnostic_not_promoted,v39 lower confidence bound negative; universal domain/basis/round gate not satisfied; V12 fallback retained,qec_work/v371_confidence_calibrated_route.py,63984,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; split 2 bootstrap lower-bound enablement; untouched split 3 evaluation,measured artifact,diagnostic/not promoted,Version V371 retained with original matrix fields; no missing fields were inferred.
V372,,,,,,,,,,,,,,,,,,,mask-aware calibration detector-risk gate,nine preserved IBM domains; detector_mask applied per shot; split 2 selection; untouched split 3 evaluation,"weighted pooled +0.05337 pp over 777600 shots; v20 -0.00694, v21 +0.03704, v22 +0.07755, v25 +0.09607, v28 +0.06134, v29 -0.01157, v38 +0.06250, v39 -0.00926, v68 +0.17361 pp",diagnostic_not_promoted,v20/v29/v39 regress and subgroup lower bounds are not universal; V12 fallback retained,qec_work/v372_mask_aware_calibration_gate.py,63985,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; detector_mask applied per shot; split 2 selection; untouched split 3 evaluation,measured artifact,diagnostic/not promoted,Version V372 retained with original matrix fields; no missing fields were inferred.
V373,,,,,,,,,,,,,,,,,,,mask-aware calibration risk plus bootstrap-positive enablement,nine preserved IBM domains; split 2 confidence selection; untouched split 3 evaluation,"weighted pooled +0.01800 pp over 777600 shots; v20 +0.03935, v21 +0.02662, v22 +0.00810, v25 +0.04398, v28 -0.00579, v29 -0.04167, v38 +0.02199, v39 +0.02662, v68 +0.04282 pp",diagnostic_not_promoted,v28/v29 regress and subgroup lower bounds are not universal; V12 fallback retained,qec_work/v373_mask_confidence_gate.py,63986,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; split 2 confidence selection; untouched split 3 evaluation,measured artifact,diagnostic/not promoted,Version V373 retained with original matrix fields; no missing fields were inferred.
V374,,,,,,,,,,,,,,,,,,,intersection of mask-aware calibration risk and logical-state specialist confidence,nine preserved IBM domains; split 2 intersection selection; untouched split 3 evaluation,"weighted pooled +0.06970 pp over 777600 shots; v20 +0.03819, v21 +0.06366, v22 +0.08796, v25 +0.10648, v28 +0.07755, v29 -0.02778, v38 +0.09144, v39 -0.00231, v68 +0.19213 pp",diagnostic_not_promoted,v29/v39 regress and subgroup lower bounds are not universal; V12 fallback retained,qec_work/v374_intersection_gate.py,63992,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; split 2 intersection selection; untouched split 3 evaluation,measured artifact,diagnostic/not promoted,Version V374 retained with original matrix fields; no missing fields were inferred.
V375,,,,,,,,,,,,,,,,,,,nearest-calibration-domain policy transfer,each held domain uses the calibration-similar source domain's split-2 rule; target split 3 untouched,"weighted pooled +0.02739 pp over 777600 shots; v20 -0.02778, v21 -0.04167, v22 -0.00810, v25 +0.07986, v28 +0.02894, v29 +0.04861, v38 +0.02778, v39 -0.04745, v68 +0.18634 pp",diagnostic_not_promoted,v20/v21/v22/v39 regress and subgroup gates are not universal; V12 fallback retained,qec_work/v375_calibration_nearest_domain_router.py,63995,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,each held domain uses the calibration-similar source domain's split-2 rule; target split 3 untouched,measured artifact,diagnostic/not promoted,Version V375 retained with original matrix fields; no missing fields were inferred.
V376,,,,,,,,,,,,,,,,,,,nearest-calibration-domain router with distance abstention,nine preserved IBM domains; source-distance gate; untouched target split 3 evaluation,"weighted pooled +0.02739 pp over 777600 shots (same as V375); v20 -0.02778, v21 -0.04167, v22 -0.00810, v25 +0.07986, v28 +0.02894, v29 +0.04861, v38 +0.02778, v39 -0.04745, v68 +0.18634 pp",diagnostic_not_promoted,distance cutoff admitted all domains and did not change routing; universal gates not met; V12 fallback retained,qec_work/v376_calibration_distance_abstention.py,64000,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; source-distance gate; untouched target split 3 evaluation,measured artifact,diagnostic/not promoted,Version V376 retained with original matrix fields; no missing fields were inferred.
V377,,,,,,,,,,,,,,,,,,,robust median/MAD-whitened calibration-distance router,nine preserved IBM domains; robust calibration profile; source-distance abstention; untouched target split 3 evaluation,"weighted pooled +0.01595 pp over 777600 shots; v20 -0.02778, v21 -0.04167, v22 -0.00810, v25 +0.07986, v28 0.00000, v29 +0.00231, v38 0.00000, v39 -0.04745, v68 +0.18634 pp",diagnostic_not_promoted,robust gate did not remove v20/v21/v22/v39 regressions; universal gates not met; V12 fallback retained,qec_work/v377_robust_calibration_distance_router.py,64001,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; robust calibration profile; source-distance abstention; untouched target split 3 evaluation,measured artifact,diagnostic/not promoted,Version V377 retained with original matrix fields; no missing fields were inferred.
V378,,,,,,,,,,,,,,,,,,,top-three calibration-similarity weighted source-policy ensemble,nine preserved IBM domains; calibration-similarity weighted policy agreement; untouched target split 3 evaluation,"weighted pooled +0.01453 pp over 777600 shots; v20 -0.01042, v21 -0.03819, v22 +0.00926, v25 +0.07407, v28 -0.02083, v29 +0.04861, v38 -0.00116, v39 +0.03588, v68 +0.03356 pp",diagnostic_not_promoted,source-policy ensemble still regressed v20/v21/v28/v38; universal gates not met; V12 fallback retained,qec_work/v378_calibration_similarity_policy_ensemble.py,64007,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; calibration-similarity weighted policy agreement; untouched target split 3 evaluation,measured artifact,diagnostic/not promoted,Version V378 retained with original matrix fields; no missing fields were inferred.
V379,,,,,,,,,,,,,,,,,,,two-stage residual cascade,nine preserved IBM domains; source split-2 policy; first specialist then second residual specialist; untouched target split 3 evaluation,"weighted pooled +0.01723 pp over 777600 shots; v20 +0.06250, v21 -0.00579, v22 -0.01620, v25 +0.04282, v28 +0.04861, v29 -0.14120, v38 +0.06713, v39 0.00000, v68 +0.09722 pp",diagnostic_not_promoted,v22/v29 regressions fail universal gate; V12 fallback retained; launcher 64008 failed before evaluation,qec_work/v379_two_stage_residual_cascade.py,64009,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; source split-2 policy; first specialist then second residual specialist; untouched target split 3 evaluation,measured artifact,diagnostic/not promoted,Version V379 retained with original matrix fields; no missing fields were inferred.
V380,,,,,,,,,,,,,,,,,,,shot-position quartile drift-proxy routing,nine preserved IBM domains; source split-2 policy learned per shot-position quartile; untouched target split 3 evaluation,"weighted pooled +0.01698 pp over 777600 shots; v20 +0.04051, v21 +0.06829, v22 -0.03472, v25 +0.19676, v28 -0.00579, v29 +0.05093, v38 -0.05903, v39 -0.09954, v68 -0.00463 pp",diagnostic_not_promoted,shot-position drift proxy fails universal domain gate; V12 fallback retained,qec_work/v380_shot_position_drift_router.py,64013,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; source split-2 policy learned per shot-position quartile; untouched target split 3 evaluation,measured artifact,diagnostic/not promoted,Version V380 retained with original matrix fields; no missing fields were inferred.
V381,,,,,,,,,,,,,,,,,,,globally fitted source-domain policy,nine preserved IBM domains; one source policy shared across basis/round/state; untouched target split 3 evaluation,"weighted pooled +0.02276 pp over 777600 shots; v20 -0.04861, v21 -0.01042, v22 -0.00231, v25 +0.01505, v28 +0.13079, v29 +0.05440, v38 +0.05324, v39 -0.05093, v68 +0.06366 pp",diagnostic_not_promoted,global policy regresses v20/v21/v22/v39; universal gate not met; V12 fallback retained,qec_work/v381_global_source_policy.py,64014,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; one source policy shared across basis/round/state; untouched target split 3 evaluation,measured artifact,diagnostic/not promoted,Version V381 retained with original matrix fields; no missing fields were inferred.
V382,,,,,,,,,,,,,,,,,,,hierarchical source-policy threshold shrinkage,nine preserved IBM domains; configuration thresholds shrunk toward global source prior; untouched target split 3 evaluation,"weighted pooled +0.02251 pp over 777600 shots; v20 -0.04977, v21 -0.01042, v22 -0.00231, v25 +0.01505, v28 +0.13079, v29 +0.05440, v38 +0.05208, v39 -0.05093, v68 +0.06366 pp",diagnostic_not_promoted,shrinkage does not remove v20/v21/v22/v39 regressions; V12 fallback retained,qec_work/v382_hierarchical_threshold_shrinkage.py,64019,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; configuration thresholds shrunk toward global source prior; untouched target split 3 evaluation,measured artifact,diagnostic/not promoted,Version V382 retained with original matrix fields; no missing fields were inferred.
V383,,,,,,,,,,,,,,,,,,,basis-conditioned source policy,nine preserved IBM domains; one policy per X/Z basis pooled across rounds/states; untouched target split 3 evaluation,"weighted pooled +0.00694 pp over 777600 shots; v20 -0.01736, v21 +0.01505, v22 -0.04051, v25 +0.00926, v28 +0.13542, v29 +0.01042, v38 -0.02083, v39 -0.06481, v68 +0.03588 pp",diagnostic_not_promoted,basis-only policy regressions fail universal gate; V12 fallback retained,qec_work/v383_basis_conditioned_policy.py,64025,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; one policy per X/Z basis pooled across rounds/states; untouched target split 3 evaluation,measured artifact,diagnostic/not promoted,Version V383 retained with original matrix fields; no missing fields were inferred.
V384,,,,,,,,,,,,,,,,,,,round-conditioned source policy,nine preserved IBM domains; one policy per round count pooled across basis/states; untouched target split 3 evaluation,"weighted pooled +0.02238 pp over 777600 shots; v20 -0.02083, v21 +0.01968, v22 +0.02778, v25 +0.07986, v28 +0.04398, v29 +0.00694, v38 +0.07176, v39 -0.00347, v68 -0.02431 pp",diagnostic_not_promoted,round-only policy regressions fail universal gate; V12 fallback retained,qec_work/v384_round_conditioned_policy.py,64027,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; one policy per round count pooled across basis/states; untouched target split 3 evaluation,measured artifact,diagnostic/not promoted,Version V384 retained with original matrix fields; no missing fields were inferred.
V385,,,,,,,,,,,,,,,,,,,logical-state-conditioned source policy,nine preserved IBM domains; one policy per logical state pooled across basis/rounds; untouched target split 3 evaluation,"weighted pooled -0.00694 pp over 777600 shots; v20 -0.03241, v21 -0.03472, v22 +0.01389, v25 +0.05556, v28 +0.07639, v29 +0.04514, v38 +0.04861, v39 -0.13889, v68 -0.09606 pp",rejected,state-only policy regresses pooled error and v39/v68; V12 fallback retained,qec_work/v385_state_conditioned_policy.py,64029,QEC_RUN_MATRIX_V1_V392_20260731.csv,Z:\Meetings\Complete\22-7-2026\QEC_AI_PAPER_MASTER_20260717,C:\Users\22228049\.codex\github_publish\hardware-adaptive-qec-ibm,nine preserved IBM domains; one policy per logical state pooled across basis/rounds; untouched target split 3 evaluation,measured artifact,rejected,Version V385 retained with original matrix fields; no missing fields were inferred.
